Rings,Sex,Length,Diameter,Height,WholeWeight,ShuckedWeight,VisceraWeight,ShellWeight
11,2,0.58,0.47,0.15,907,444,0.1855,0.2445
9,0,0.58,0.47,165,1041,0.54,166,279
9,1,585,465,165,0.9355,0.4035,0.2275,259
9,1,585,0.46,165,1058,486,0.25,294
10,1,595,465,145,0.7955,0.3425,0.1795,0.2425
9,1,0.6,0.47,0.17,1.0805,0.4995,0.2245,0.3205
8,0,0.6,0.47,0.15,928,0.4225,183,275
11,1,0.6,475,155,1059,441,0.19,0.39
11,0,0.6,475,0.23,1157,522,0.2235,0.36
10,1,0.6,475,0.17,1088,0.4905,0.2475,0.31
9,1,0.6,485,145,776,0.3545,0.1585,239
10,1,0.62,0.48,165,1043,0.4835,221,0.31
9,0,625,0.48,0.16,1.1415,0.5795,0.2145,0.29
10,1,625,475,0.16,1.3335,605,0.2875,319
9,1,625,0.5,175,1273,564,302,374
11,0,625,0.49,165,1.1835,517,0.2375,0.39
9,0,625,485,0.16,1.2135,631,0.2235,302
11,2,0.63,465,0.15,1.0315,0.4265,0.24,325
10,0,635,495,0.17,1.3695,657,0.3055,365
12,0,0.65,515,185,1.3745,0.75,0.1805,369
11,0,0.65,515,0.18,1463,658,0.3135,0.4115
11,1,0.65,0.52,195,1.6275,689,0.3905,432
9,1,0.65,475,165,1.3875,0.58,0.3485,0.3095
11,0,655,525,0.16,1.46,686,311,405
8,1,655,0.53,165,1.2835,583,0.1255,0.4
12,1,0.66,0.5,155,1.3765,0.6485,288,335
11,0,0.66,515,0.2,1.6465,749,422,401
10,0,675,515,145,1265,0.6025,299,325
11,0,685,0.53,0.17,1.56,647,383,465
12,0,715,0.52,0.18,1.6,708,0.3525,445
12,0,735,555,0.22,2333,1.2395,0.3645,0.6195
4,2,175,125,0.04,28,0.0095,8,9
8,2,0.37,285,95,226,0.1135,0.0515,0.0675
5,2,395,0.3,0.09,0.2855,0.1385,0.0625,77
7,2,0.42,325,0.11,325,0.1245,0.0755,0.1025
8,2,455,0.37,0.11,514,0.2385,0.1235,126
8,2,495,375,115,0.5755,0.31,0.1145,0.1395
7,1,0.51,375,0.11,0.5805,0.2865,118,148
8,0,515,0.39,0.14,678,341,0.1325,119
7,0,545,0.43,155,0.8035,409,144,228
9,1,555,405,0.12,913,0.4585,196,0.2065
9,0,0.58,0.45,0.16,0.8675,0.3935,221,215
10,1,0.59,465,0.17,1.0425,0.4635,0.24,0.27
10,0,0.6,0.46,0.18,1.14,423,0.2575,365
11,1,0.61,0.49,0.17,1.3475,0.7045,0.25,0.3045
11,0,615,475,155,1.0735,0.4375,0.2585,0.31
9,0,615,475,0.19,1.4335,0.7315,305,0.3285
14,0,615,495,0.2,1304,0.5795,0.3115,371
9,0,0.62,0.46,0.16,0.9505,0.4915,0.2,228
11,0,0.63,515,0.17,1385,0.6355,0.2955,0.38
12,1,0.64,0.5,0.17,1.12,0.4955,0.2645,0.32
9,1,0.64,0.5,0.17,1.2645,565,0.3375,315
8,1,655,455,0.17,1275,583,303,333
10,0,655,505,165,1.27,0.6035,262,335
10,0,0.66,0.53,175,1583,0.7395,0.3505,405
9,1,665,0.5,175,1.4355,643,345,0.37
10,1,0.67,525,195,1.42,573,368,0.3905
10,0,0.69,0.53,0.19,1.5955,678,331,0.48
10,0,715,525,0.2,1.89,0.95,436,0.4305
13,1,735,565,225,2037,0.87,0.5145,0.5675
6,2,0.27,205,0.05,84,0.03,0.0185,29
7,2,285,225,0.07,0.1005,0.0425,0.0185,35
5,2,295,0.22,85,0.1285,0.0585,27,0.0365
5,2,0.3,225,75,0.1345,57,28,44
5,2,0.3,0.22,65,0.1195,52,0.0155,35
6,2,0.36,265,85,0.1895,0.0725,0.0515,55
6,2,0.37,275,95,257,0.1015,55,0.0825
8,2,0.39,0.29,0.09,0.2745,135,0.0455,78
6,2,435,325,0.1,342,0.1335,0.0835,105
8,2,0.44,0.34,105,344,123,81,125
8,2,0.44,0.32,95,0.3275,0.1495,59,0.1
7,2,445,345,0.12,0.4035,169,0.0825,0.13
9,2,465,0.37,115,0.4075,0.1515,0.0935,0.1455
8,2,465,355,0.12,0.4975,0.2375,99,0.14
8,2,0.47,345,0.12,0.3685,0.1525,0.0615,125
7,2,475,365,105,0.4175,0.1645,99,127
9,2,475,335,0.1,0.4425,0.1895,86,135
9,2,475,0.35,125,0.4225,0.1905,79,0.1355
8,2,485,365,125,426,163,0.0965,151
9,2,0.49,0.39,0.12,511,0.2205,103,0.1745
9,2,515,405,0.13,573,213,134,195
8,2,0.52,415,0.14,0.6385,0.2945,0.1405,171
10,2,525,405,125,657,0.2985,0.1505,168
10,1,525,425,0.14,0.8735,0.4205,182,0.2225
9,2,0.53,425,0.13,781,0.3905,0.2005,215
9,2,0.53,0.42,0.14,0.6765,256,0.1855,208
9,0,0.53,0.41,125,769,346,173,215
11,2,0.53,395,125,0.6235,0.2975,108,195
7,0,535,405,0.14,0.7315,336,156,0.19
10,2,535,0.45,155,0.8075,0.3655,148,0.2595
9,0,545,0.41,0.14,737,349,0.15,212
10,1,545,0.41,125,654,0.2945,0.1315,205
10,2,0.55,415,0.15,0.7915,0.3535,176,236
8,2,0.55,0.45,0.14,753,0.3445,0.1325,0.24
9,2,0.55,0.4,135,717,0.3315,0.1495,221
9,2,555,0.43,0.15,783,345,0.1755,247
9,2,575,0.45,145,872,0.4675,0.18,217
8,2,575,0.44,0.15,983,486,215,239
11,1,585,0.42,155,1034,437,0.2225,0.32
10,1,585,465,145,0.9855,0.4325,0.2145,0.2845
9,2,585,0.46,0.14,0.7635,326,153,265
8,0,0.59,465,135,0.9895,0.4235,199,0.28
10,2,595,0.47,135,0.9365,434,184,287
10,1,595,0.44,135,964,0.5005,0.1715,0.2575
10,1,595,0.46,155,1.0455,0.4565,0.24,0.3085
12,1,595,0.45,165,1081,0.49,0.2525,279
10,0,0.6,0.47,0.16,1012,441,0.2015,305
10,1,0.6,0.5,0.16,1122,0.5095,256,309
11,0,605,0.49,165,1.1245,492,222,0.3555
10,1,605,0.49,0.15,1.1345,0.4305,0.2525,0.35
10,0,0.61,0.45,0.19,1.0805,517,0.2495,0.2935
9,1,0.61,495,165,1.0835,0.4525,273,317
11,0,615,0.47,175,1242,0.5675,287,317
11,0,0.62,0.5,0.18,1.3915,726,0.2795,332
10,0,0.62,525,155,1085,454,0.1965,0.35
11,2,0.62,0.47,155,966,447,171,284
10,0,0.62,0.48,165,1.0855,481,0.2575,305
14,1,625,485,135,1.3025,0.61,0.2675,0.3605
11,2,625,485,0.16,1.15,0.5255,257,0.3315
11,2,0.63,0.49,0.17,1217,0.5515,212,0.31
9,1,0.63,505,195,1306,516,0.3305,375
13,0,0.64,0.5,175,1273,0.5065,0.2925,405
12,0,645,0.51,0.19,1.4865,0.6445,296,425
11,0,0.65,0.52,0.17,1.3655,0.6155,0.2885,0.36
11,0,0.65,495,0.17,1276,0.6215,0.2305,399
10,0,0.65,495,0.16,1.2075,0.55,0.2695,0.32
10,1,0.65,0.52,195,1281,0.5985,246,0.3825
13,0,0.65,525,205,1.4275,0.69,306,0.4355
12,0,0.65,0.51,175,1155,0.4955,0.2025,385
10,1,0.65,0.51,175,1.35,575,0.3155,0.3885
11,0,0.65,525,0.19,1.3685,0.5975,296,0.4
10,1,0.66,0.53,0.17,1431,622,309,398
10,0,0.66,0.51,0.18,1261,0.5,0.2335,339
11,1,665,0.54,195,1764,0.8505,0.3615,0.47
11,1,0.67,0.51,155,1278,0.5605,0.3045,358
11,0,0.67,0.54,195,1217,532,0.2735,0.3315
9,1,0.67,0.54,0.2,1.46,0.6435,328,0.4165
11,1,675,535,185,1.5575,0.7035,402,0.4
11,0,675,0.51,0.17,1527,809,318,341
9,1,675,0.53,195,1.4985,0.62,375,425
10,0,685,0.55,0.19,1885,0.89,0.41,0.4895
11,0,685,535,175,1432,637,247,0.46
11,0,705,0.55,0.21,1.4385,655,0.3255,462
10,1,705,0.53,0.17,1564,612,394,0.44
11,0,0.71,555,175,2.14,1.2455,0.3725,434
11,1,725,0.56,185,1792,873,367,435
11,0,0.78,0.6,0.21,2548,1.1945,0.5745,0.6745
5,2,235,0.13,75,0.1585,0.0685,37,0.0465
7,2,0.35,0.25,0.1,0.4015,0.1725,63,0.1255
7,2,0.36,0.25,115,465,0.21,0.1055,128
7,2,0.38,0.28,95,0.2885,165,0.0435,67
7,1,0.38,0.32,115,0.6475,323,0.1325,164
9,0,0.43,0.31,0.13,0.6485,0.2735,163,184
9,2,465,0.36,105,452,0.22,159,0.1035
9,2,0.47,355,0.12,0.4915,0.1765,0.1125,0.1325
7,1,485,365,0.15,0.9145,0.4145,199,273
9,0,495,375,155,976,0.45,0.2285,0.2475
8,2,0.5,395,145,0.7865,332,0.1815,0.2455
7,0,505,0.4,0.15,775,0.3445,157,185
10,2,0.51,375,0.15,0.8415,0.3845,156,255
9,0,0.51,0.38,135,681,0.3435,142,0.17
9,0,515,0.37,115,0.6145,0.3415,155,146
9,1,0.55,415,0.18,1.1655,502,301,311
10,1,575,0.42,0.19,1764,914,377,0.4095
10,0,605,455,0.16,1.1215,533,273,271
10,0,615,505,165,1167,0.4895,0.2955,345
9,0,615,475,0.15,1.0375,476,0.2325,283
10,0,625,0.48,0.18,1223,565,0.2975,0.3375
9,0,625,0.47,0.15,1124,556,0.2315,287
9,1,635,505,0.17,1.2635,512,322,355
9,1,0.65,525,165,1238,647,0.2485,0.3005
11,1,0.65,0.5,0.17,1.4045,694,318,0.3235
12,1,0.67,525,195,1.37,0.6065,0.2955,407
13,1,695,525,205,1.8185,819,0.4025,0.4525
12,1,705,555,195,1.7525,0.7105,0.4215,516
5,2,275,205,65,101,41,21,34
5,2,285,205,0.07,106,39,0.0285,34
7,2,0.36,265,85,0.1865,0.0675,37,0.0615
6,2,385,0.29,0.1,0.2575,0.1,61,86
6,2,0.4,315,0.1,0.3225,143,0.0735,91
7,2,0.43,0.33,95,0.32,118,65,123
8,2,435,375,0.11,0.4155,0.17,76,145
7,2,0.45,335,115,0.3935,195,71,0.11
8,2,475,355,135,0.4775,0.2145,0.09,0.1435
8,2,475,0.36,0.11,452,191,99,0.13
8,2,485,0.37,0.14,0.5065,0.2425,88,0.1465
8,2,0.51,395,105,0.5525,234,127,165
9,2,515,0.39,0.12,565,235,135,179
10,2,0.52,0.41,0.14,699,0.3395,129,0.1945
9,2,525,0.4,0.14,0.6055,0.2605,108,0.21
9,0,0.53,425,155,0.7905,307,171,0.2595
9,0,0.53,425,0.13,702,0.2975,0.1395,0.22
10,0,0.53,0.42,135,675,294,156,0.1825
8,2,0.53,395,115,475,0.2025,101,148
11,2,0.53,0.41,0.15,612,0.2435,0.1525,0.1895
10,2,535,0.4,145,705,0.3065,0.1365,0.22
9,2,535,0.45,135,728,0.2845,0.1845,265
10,1,555,0.44,0.14,846,346,0.1715,0.2735
10,0,555,0.46,0.16,0.86,0.3345,0.1935,275
9,0,0.56,465,145,0.8875,0.3345,0.22,0.2695
9,1,0.56,0.43,145,898,0.3895,0.2325,245
9,2,565,0.43,125,0.6545,0.2815,139,0.21
10,2,575,0.45,145,795,364,0.1505,0.26
9,0,575,465,0.12,1.0535,516,0.2185,235
9,1,575,0.46,0.15,927,333,207,0.2985
9,2,0.58,0.42,0.14,701,0.3285,102,0.2255
8,0,0.58,0.45,155,0.8275,321,0.1975,0.2445
13,1,585,0.42,155,0.9845,442,0.2155,0.2875
9,0,585,0.47,145,0.9565,0.4025,0.2365,265
9,2,0.59,0.45,125,0.86,437,0.1515,245
10,0,595,0.48,185,1.1785,526,0.2975,314
10,0,615,0.48,185,1.2205,0.4985,315,0.33
10,0,615,455,0.13,0.9685,0.49,182,0.2655
11,1,0.62,0.5,175,1107,0.4895,0.24,343
12,2,0.62,0.48,0.18,1.1305,0.5285,0.2655,306
11,0,0.62,0.48,155,1.2555,527,374,0.3175
9,0,625,495,155,1177,0.5055,278,345
10,0,625,0.5,185,1.2425,0.5995,248,335
12,0,0.63,0.49,0.16,1.09,407,224,354
8,1,0.63,475,0.15,1072,433,0.2975,315
10,1,645,0.51,155,1129,0.5015,0.24,342
10,1,0.65,505,175,1.2075,0.5105,262,0.39
11,1,0.65,495,175,1227,528,258,0.37
13,1,655,0.52,175,1472,0.6275,0.27,0.45
14,1,665,525,0.18,1.5785,678,229,456
10,0,0.67,0.52,175,1.4755,0.6275,379,374
12,0,675,0.54,175,1.5545,0.6645,278,512
11,1,675,0.54,0.21,1593,686,318,0.45
13,0,695,0.58,0.2,1.8995,675,478,0.5295
10,1,695,535,175,1361,0.5465,0.2815,465
11,1,705,0.56,0.17,1.4575,607,318,0.44
12,0,0.74,0.58,205,2381,0.8155,0.4695,488
3,2,205,155,45,0.0495,0.0235,11,14
6,2,305,0.23,75,0.1455,0.0595,0.0305,0.05
7,2,0.32,0.23,0.06,129,0.0615,0.0275,0.0355
7,2,355,0.27,0.1,0.2255,0.11,42,64
9,0,425,305,0.11,359,173,0.0875,0.0975
8,2,425,0.31,95,0.3505,0.1645,71,0.1
8,1,0.45,365,115,0.5885,318,121,0.1325
10,0,515,385,0.13,623,0.2855,0.1285,175
8,1,0.52,375,135,0.5375,221,117,0.17
8,2,525,0.4,125,0.5655,0.2435,119,175
9,0,555,445,0.13,0.8625,0.4225,155,0.24
12,1,0.61,0.49,0.17,1137,0.4605,0.2825,344
8,2,0.35,0.26,95,221,0.0985,43,0.07
6,2,0.38,275,95,0.2425,106,0.0485,0.21
8,2,0.46,0.34,0.1,386,0.1805,0.0875,0.0965
8,0,465,355,0.12,0.5315,0.2725,97,0.1395
8,0,475,385,0.12,562,289,0.0905,153
9,0,565,445,0.14,836,406,0.1605,0.2245
8,0,0.57,0.45,0.14,0.9275,477,0.1605,0.2515
10,0,0.57,0.44,145,0.8815,0.3605,0.1955,0.2735
10,0,595,0.46,155,1.03,0.4275,207,0.3305
9,1,605,0.48,175,1.1685,0.4815,0.2305,356
9,1,615,455,135,1059,0.4735,263,274
7,0,0.62,0.46,0.17,1127,535,0.2635,296
11,0,625,0.47,0.17,1.1665,0.4605,0.2565,0.3945
10,1,0.68,0.52,185,1541,0.5985,395,0.4575
11,0,0.68,0.54,195,1.7825,0.5565,0.3235,0.4285
11,0,0.68,0.52,175,1543,0.7525,351,374
12,1,0.71,555,0.17,1.47,0.5375,0.38,431
14,0,0.5,385,0.12,0.6335,0.2305,125,235
10,1,545,0.42,175,754,256,0.1775,275
14,1,0.46,365,115,0.4485,165,83,0.17
11,0,535,0.41,0.15,0.8105,345,187,0.24
6,0,335,0.26,75,0.22,0.0855,0.04,85
7,1,425,0.35,0.1,0.4425,175,0.0755,175
9,0,0.41,325,0.1,0.3555,146,72,105
4,2,0.17,105,35,34,12,0.0085,5
8,2,335,0.25,95,185,0.0795,0.0495,55
8,0,0.52,425,125,0.79,372,205,0.19
9,1,0.53,0.41,145,0.8255,375,204,245
11,0,0.5,0.42,125,0.62,255,0.15,205
9,1,615,475,145,0.9525,0.3915,195,0.32
16,0,575,0.45,0.16,955,0.44,0.1685,0.27
14,0,0.57,0.45,155,0.91,326,0.1895,355
11,0,455,0.35,105,416,0.1625,97,145
6,2,0.37,275,85,0.2045,96,56,0.08
9,0,445,0.37,125,515,0.2495,87,159
14,1,675,535,0.22,1604,0.6175,0.4255,453
6,0,385,0.3,115,0.3435,0.1645,85,0.1025
7,1,375,295,0.11,0.3005,0.1255,0.0575,0.1035
10,0,0.56,0.44,0.13,0.8255,0.2425,202,285
12,0,0.55,0.41,0.15,785,282,186,275
9,1,0.57,465,155,0.9685,446,261,255
11,1,485,0.4,155,731,236,183,255
8,0,0.41,335,115,0.4405,0.19,85,135
9,2,335,255,85,0.1785,71,0.0405,55
16,0,655,515,0.2,1373,443,0.3375,0.49
12,1,565,0.45,165,0.9765,322,244,0.37
9,1,0.57,0.44,0.19,1018,447,207,265
14,1,0.55,465,0.15,1082,0.3575,194,0.19
14,1,0.63,475,175,1423,0.4155,0.3385,0.49
10,0,475,0.37,125,655,266,0.1725,185
18,1,655,0.5,0.18,1.4155,508,314,445
5,2,0.32,235,65,0.1385,58,0.0225,0.05
19,0,525,395,165,782,285,0.1405,285
10,1,525,0.43,165,717,289,0.1745,195
15,1,0.5,0.39,0.13,0.6355,0.2505,0.1635,195
8,1,0.44,0.34,135,0.3975,0.1505,0.0945,135
9,1,0.49,385,0.16,656,0.2455,171,205
15,0,545,0.44,165,744,0.2875,204,0.25
12,1,0.45,0.36,0.11,447,203,82,0.13
9,1,515,0.4,115,578,191,0.1445,0.17
5,2,0.33,0.25,75,0.1405,56,35,0.05
12,1,525,0.41,0.15,708,274,151,0.25
9,0,295,225,0.09,0.1385,48,46,0.05
16,0,545,0.45,0.16,0.8615,0.2925,0.1545,365
15,1,645,0.5,225,1626,587,0.4055,0.41
10,0,0.45,355,115,478,0.18,0.1185,155
15,1,0.61,0.49,0.17,1.1775,0.5655,0.2385,295
7,2,0.38,0.3,0.1,286,0.1305,56,0.09
10,1,565,455,0.13,1058,439,0.2645,0.3
15,1,0.67,545,0.16,1.5415,0.5985,0.2565,495
10,0,0.54,425,0.12,817,0.2945,153,195
9,2,0.29,225,75,152,71,59,45
7,2,0.41,0.33,105,335,0.1525,74,0.11
7,1,0.46,375,0.12,0.4915,0.2205,88,0.17
9,1,0.56,0.44,155,0.9705,0.4315,263,255
12,1,575,0.45,0.1,0.9315,431,222,235
12,0,0.62,0.5,0.2,1221,0.4605,263,0.43
16,0,515,0.4,0.14,0.7365,0.2955,184,185
12,1,0.56,0.46,0.18,0.97,342,196,355
13,1,0.5,0.4,0.15,0.8085,273,112,295
9,2,435,355,125,0.4075,0.1535,74,165
12,0,495,0.38,135,0.6295,263,0.1425,215
13,1,595,0.5,0.18,1053,0.4405,192,0.39
14,0,0.76,575,0.19,1829,0.7035,386,0.56
17,1,615,0.5,165,1.1765,488,244,345
10,1,565,0.46,0.15,0.8765,0.3455,0.1925,275
4,2,0.14,105,35,0.0145,5,0.0035,5
15,0,445,345,0.14,476,0.2055,0.1015,0.1085
12,1,525,0.43,125,813,0.3315,166,0.1775
4,2,0.16,0.12,0.02,18,0.0075,0.0045,5
16,0,635,0.48,235,1064,413,228,0.36
16,0,575,0.47,165,853,292,179,0.35
6,0,0.38,0.27,95,219,0.0835,0.0515,0.07
4,0,245,0.18,65,0.0635,0.0245,0.0135,0.02
13,2,0.48,0.39,0.15,0.6275,276,134,185
9,2,455,365,135,441,0.1515,0.1165,145
10,1,455,375,125,458,0.1985,111,0.12
13,0,455,355,135,0.4745,0.1865,0.0935,168
10,2,355,0.27,0.1,216,83,37,75
15,2,0.52,405,0.14,0.6765,0.2865,146,205
11,2,0.54,0.4,145,757,315,181,215
19,2,0.52,0.39,0.14,0.7325,0.2415,144,0.26
11,2,0.56,445,165,1.0285,0.4535,253,275
10,1,0.52,0.41,0.16,712,0.2845,153,225
13,2,615,0.46,0.19,1066,0.4335,226,0.33
18,1,645,0.49,0.19,1.3065,479,0.3565,345
11,2,565,0.43,135,0.8545,321,0.1775,275
8,0,295,0.23,85,125,42,0.0285,43
10,0,375,0.28,95,0.2225,0.0875,43,0.08
10,2,525,0.4,0.14,0.6955,0.2405,0.16,253
12,0,395,0.28,0.08,266,0.0995,66,0.09
20,1,0.5,0.4,165,0.7105,0.27,0.1455,225
8,1,0.47,0.35,115,487,0.1955,127,155
14,2,0.58,0.42,0.16,728,0.2725,0.19,0.19
12,2,0.5,0.38,155,0.6675,0.2745,156,0.18
10,2,725,0.55,0.22,2.0495,0.7735,0.4405,655
16,1,0.65,515,215,1498,564,323,425
21,1,0.67,535,185,1597,0.6275,0.35,0.47
17,2,0.55,0.44,165,0.8605,312,169,0.3
11,1,0.49,0.37,115,541,171,0.1175,185
6,2,235,0.18,0.06,58,22,0.0145,18
5,2,235,175,0.08,0.0645,0.0215,0.0175,0.0215
11,0,0.52,0.41,115,0.77,263,157,0.26
13,1,475,0.4,115,541,186,0.1025,0.21
13,0,0.53,425,0.11,739,237,161,295
10,1,0.35,275,65,205,0.0745,0.0465,0.07
14,0,555,0.42,145,0.8695,0.3075,0.2575,0.25
11,0,505,0.39,105,0.6555,0.2595,0.18,0.19
15,1,0.54,0.44,0.16,1.0905,391,0.2295,355
11,1,525,0.4,115,0.6295,0.2555,144,0.18
14,0,0.55,0.45,175,1.0985,0.3765,215,0.4
20,0,0.55,0.44,0.16,991,348,168,375
6,2,235,175,65,0.0615,0.0205,0.02,19
13,0,525,0.41,165,0.8005,0.2635,0.1985,0.25
16,0,475,365,0.14,0.6175,202,0.1445,0.19
12,1,0.53,0.4,165,772,0.2855,0.1975,0.23
13,1,525,415,0.15,0.7155,0.2355,171,0.27
13,1,0.53,425,0.13,717,0.2115,166,255
13,1,465,0.39,0.11,0.6355,0.1815,157,225
5,2,315,235,0.08,0.18,0.08,45,47
8,2,465,355,0.12,0.5805,255,0.0915,184
7,0,485,385,105,556,296,104,133
9,2,0.49,385,0.12,591,271,0.1125,0.1775
12,1,515,395,0.14,686,281,0.1255,0.22
10,1,555,0.44,155,1016,0.4935,0.1855,263
9,1,0.61,0.5,0.18,1438,0.5185,0.3735,0.3345
11,1,0.68,0.55,0.19,1807,0.8225,0.3655,515
11,0,0.69,0.55,195,1777,769,0.38,0.4305
10,0,695,0.55,205,2173,1133,0.4665,496
10,1,0.72,575,195,2.1505,1.0745,382,585
4,2,0.27,205,75,118,59,31,0.0305
5,2,0.27,0.19,0.06,99,0.0445,17,0.03
6,2,295,0.22,0.07,0.1365,0.0575,0.0295,35
6,2,295,0.22,65,0.1295,52,28,35
6,2,315,0.23,0.07,164,0.0625,0.04,45
6,2,375,0.29,95,0.2875,123,0.0605,0.08
6,2,0.38,0.3,0.09,277,0.1655,0.0625,82
6,2,385,285,0.09,248,0.0935,66,0.07
6,2,0.4,295,95,252,0.1105,0.0575,66
8,0,415,315,0.12,0.4015,199,87,97
7,2,415,0.33,0.1,0.3905,0.1925,0.0755,0.1025
8,2,0.42,0.32,115,409,0.2055,0.0935,105
6,2,0.44,0.33,135,0.4095,163,0.1005,119
7,2,0.45,0.35,135,494,0.2205,0.0945,0.1405
7,2,475,0.35,0.12,0.4905,0.2035,0.13,135
8,0,485,0.39,0.12,599,251,0.1345,169
6,0,495,375,115,0.6245,282,143,155
7,1,525,0.41,115,0.7745,416,163,0.18
8,0,565,455,0.15,0.9795,444,205,275
6,2,0.58,435,0.15,0.8915,363,0.1925,0.2515
6,1,585,0.45,125,874,0.3545,0.2075,225
10,0,0.6,465,155,1262,0.6245,0.2455,0.33
11,0,0.63,0.48,185,1.21,0.53,0.2555,322
10,1,645,525,0.17,1.37,0.6135,283,0.34
11,1,655,545,185,1759,0.6865,313,547
8,0,665,515,165,1.3855,621,302,0.3445
11,1,0.67,0.52,195,1.8065,758,0.3735,0.5055
10,0,0.67,0.51,0.2,1.5945,0.6705,0.3845,0.4505
9,0,685,0.51,0.18,1.4545,0.6315,0.3105,0.3725
10,0,0.7,0.6,0.23,2003,0.8105,0.4045,0.5755
12,0,0.72,0.6,235,2.2385,984,411,621
4,2,185,135,45,32,11,0.0065,0.01
5,2,245,175,55,0.0785,0.04,18,0.02
6,2,315,0.23,0,134,0.0575,0.0285,0.3505
6,2,0.36,0.27,0.09,0.2075,98,39,62
6,2,375,0.28,0.08,0.2235,115,43,55
6,2,415,0.31,95,0.34,181,57,83
7,2,455,0.35,135,0.5365,0.2855,0.0855,0.1325
6,2,0.48,0.35,105,635,352,127,135
8,2,485,375,125,562,0.2505,0.1345,0.1525
8,2,0.51,0.39,125,597,293,0.1265,0.1555
10,0,0.52,395,125,0.5815,0.2565,0.1265,0.17
9,1,555,0.43,0.14,0.7545,0.3525,0.1835,0.2015
9,0,585,465,0.15,0.98,0.4315,0.2545,247
11,1,585,0.46,0.15,1.0035,503,0.2105,0.2515
12,0,585,455,155,1133,0.5515,223,305
8,0,0.61,0.49,0.16,1146,597,246,265
9,0,0.61,475,0.15,1142,0.62,237,245
9,0,615,0.53,0.17,1.12,0.5775,0.2095,286
8,1,0.62,465,0.14,1011,479,0.2385,255
8,0,625,505,175,1131,0.5425,0.2265,323
10,0,625,0.48,175,1065,0.4865,259,285
10,0,635,0.48,145,1181,665,229,225
9,1,0.64,525,175,1382,646,0.3115,0.37
11,0,0.66,505,0.19,1.4385,0.6775,285,178
8,0,0.66,485,155,1.2275,0.61,274,0.3
10,0,0.66,515,155,1.4415,0.7055,0.3555,335
11,1,0.68,0.55,175,1473,713,282,0.4295
10,1,0.69,0.58,195,1658,708,0.3615,0.4715
11,0,0.72,545,195,1.7475,0.8215,383,0.4705
6,2,275,0.2,0.07,96,37,0.0225,0.03
6,2,0.33,245,65,0.1445,58,32,0.0505
7,2,0.33,0.26,85,0.1965,0.0915,0.0425,55
7,2,365,0.28,0.09,196,0.0865,36,0.0605
6,2,365,0.27,0.09,0.2155,0.1005,49,0.0655
8,2,0.42,0.31,0.1,0.2805,0.1125,0.0615,0.0925
7,2,435,335,0.11,334,0.1355,0.0775,0.0965
7,2,435,325,0.1,366,174,0.0725,109
8,2,0.44,325,0.11,0.4965,258,0.1195,0.1075
8,2,485,365,0.09,651,0.3165,132,0.18
10,2,495,385,125,0.5125,0.2075,0.1155,172
7,0,0.51,405,125,0.6925,327,155,0.1805
11,2,0.52,0.41,0.14,0.5995,242,0.1375,182
8,2,0.54,0.42,0.14,0.74,0.3595,159,0.1985
10,2,0.54,415,155,702,322,167,0.19
11,2,0.55,445,125,672,288,0.1365,0.21
11,2,0.56,0.44,155,811,0.3685,178,235
12,1,575,0.45,0.12,0.9585,447,169,275
10,2,575,0.45,0.15,858,449,166,215
10,1,575,0.46,165,0.9575,0.4815,0.1945,236
8,1,0.58,0.46,135,926,0.4025,208,275
10,1,0.58,425,155,873,0.3615,249,239
9,0,0.59,0.45,0.16,998,445,214,301
11,0,0.6,0.46,155,0.6655,285,149,269
11,0,0.62,485,145,1003,0.4655,0.2195,0.28
13,1,625,495,0.16,1234,0.6335,192,0.35
9,0,625,495,155,1025,0.46,0.1945,0.34
9,0,625,495,175,1.2935,0.5805,317,355
10,0,625,0.5,175,1.0565,0.4615,258,305
13,0,625,0.47,145,1.7855,675,247,0.3245
10,1,625,485,165,1.2255,0.5075,296,0.36
10,1,635,0.5,0.18,1.2565,539,292,0.35
9,1,645,0.5,0.15,1159,0.4675,0.3355,0.31
11,0,645,0.51,165,1403,0.5755,0.2515,0.4545
11,1,0.69,535,185,1826,797,409,499
10,1,695,0.56,185,1.7715,0.8195,331,437
8,0,515,0.39,0.12,0.6125,302,0.1365,0.1415
8,2,545,405,0.13,658,327,0.1445,174
10,0,0.62,465,145,911,375,0.2145,278
9,0,0.63,0.49,0.15,1.1955,0.5845,257,0.3
11,1,0.63,515,0.16,1336,553,0.3205,0.35
9,1,0.64,0.49,0.18,1.36,653,347,305
6,2,0.37,275,0.08,0.2325,93,56,72
7,2,395,0.31,85,317,153,0.0505,0.0935
6,2,0.4,0.3,115,318,0.1335,0.0725,0.0935
7,2,0.41,305,0.1,0.2645,0.1,0.0655,85
8,2,455,335,105,0.4055,175,92,0.1185
7,2,0.48,335,125,524,246,0.1095,145
8,2,485,375,0.11,464,0.2015,0.09,149
8,2,0.5,0.36,0.12,439,0.1875,0.1055,0.1305
9,2,515,395,125,0.5805,0.2365,0.1075,0.19
8,2,0.52,0.4,0.14,622,278,0.1455,169
8,0,545,0.45,0.15,0.7805,0.3795,0.1625,216
8,2,545,0.43,0.14,772,289,0.19,0.2615
9,2,0.55,435,125,741,348,0.1585,206
10,0,0.55,0.43,0.18,0.8265,0.4405,159,225
8,0,0.55,385,0.13,0.7275,343,0.1625,0.19
8,2,555,0.43,125,0.7005,0.3395,0.1355,0.2095
